,X,Y,y_pred,geometry
0,620000.0,1664200.0,0.0,POINT (620000 1664200)
1,646000.0,1628200.0,0.0,POINT (646000 1628200)
2,688000.0,1600200.0,0.0,POINT (688000 1600200)
3,666000.0,1712200.0,0.0,POINT (666000 1712200)
4,722000.0,1524200.0,0.0,POINT (722000 1524200)
5,688000.0,1572200.0,0.0,POINT (688000 1572200)
6,714000.0,1560200.0,1.0,POINT (714000 1560200)
7,628000.0,1588200.0,0.0,POINT (628000 1588200)
8,686000.0,1726200.0,1.0,POINT (686000 1726200)
9,790000.0,1710200.0,0.0,POINT (790000 1710200)
10,618000.0,1618200.0,0.0,POINT (618000 1618200)
11,736000.0,1694200.0,0.0,POINT (736000 1694200)
12,704000.0,1670200.0,0.0,POINT (704000 1670200)
13,610000.0,1642200.0,0.0,POINT (610000 1642200)
14,774000.0,1620200.0,0.0,POINT (774000 1620200)
15,716000.0,1670200.0,0.0,POINT (716000 1670200)
16,702000.0,1560200.0,0.0,POINT (702000 1560200)
17,656000.0,1588200.0,1.0,POINT (656000 1588200)
18,714000.0,1726200.0,0.0,POINT (714000 1726200)
19,778000.0,1710200.0,0.0,POINT (778000 1710200)
20,654000.0,1544200.0,0.0,POINT (654000 1544200)
21,638000.0,1712200.0,0.0,POINT (638000 1712200)
22,710000.0,1524200.0,0.0,POINT (710000 1524200)
23,700000.0,1572200.0,0.0,POINT (700000 1572200)
24,648000.0,1664200.0,0.0,POINT (648000 1664200)
25,634000.0,1628200.0,0.0,POINT (634000 1628200)
26,620000.0,1600200.0,0.0,POINT (620000 1600200)
27,658000.0,1528200.0,0.0,POINT (658000 1528200)
28,618000.0,1556200.0,0.0,POINT (618000 1556200)
29,650000.0,1648200.0,0.0,POINT (650000 1648200)
30,704000.0,1684200.0,0.0,POINT (704000 1684200)
31,668000.0,1694200.0,0.0,POINT (668000 1694200)
32,662000.0,1642200.0,0.0,POINT (662000 1642200)
33,744000.0,1604200.0,0.0,POINT (744000 1604200)
34,686000.0,1722200.0,1.0,POINT (686000 1722200)
35,684000.0,1588200.0,0.0,POINT (684000 1588200)
36,766000.0,1710200.0,0.0,POINT (766000 1710200)
37,772000.0,1604200.0,0.0,POINT (772000 1604200)
38,698000.0,1722200.0,0.0,POINT (698000 1722200)
39,680000.0,1694200.0,0.0,POINT (680000 1694200)
40,634000.0,1642200.0,0.0,POINT (634000 1642200)
41,638000.0,1648200.0,0.0,POINT (638000 1648200)
42,676000.0,1664200.0,1.0,POINT (676000 1664200)
43,732000.0,1684200.0,0.0,POINT (732000 1684200)
44,622000.0,1628200.0,0.0,POINT (622000 1628200)
45,632000.0,1600200.0,0.0,POINT (632000 1600200)
46,630000.0,1528200.0,0.0,POINT (630000 1528200)
47,680000.0,1738200.0,0.0,POINT (680000 1738200)
48,640000.0,1524200.0,0.0,POINT (640000 1524200)
49,676000.0,1556200.0,1.0,POINT (676000 1556200)
50,684000.0,1528200.0,1.0,POINT (684000 1528200)
51,698000.0,1680200.0,0.0,POINT (698000 1680200)
52,752000.0,1722200.0,0.0,POINT (752000 1722200)
53,788000.0,1728200.0,0.0,POINT (788000 1728200)
54,632000.0,1726200.0,0.0,POINT (632000 1726200)
55,656000.0,1614200.0,0.0,POINT (656000 1614200)
56,710000.0,1680200.0,0.0,POINT (710000 1680200)
57,628000.0,1524200.0,0.0,POINT (628000 1524200)
58,692000.0,1738200.0,0.0,POINT (692000 1738200)
59,648000.0,1556200.0,1.0,POINT (648000 1556200)
60,722000.0,1568200.0,0.0,POINT (722000 1568200)
61,766000.0,1680200.0,0.0,POINT (766000 1680200)
62,728000.0,1648200.0,0.0,POINT (728000 1648200)
63,702000.0,1600200.0,0.0,POINT (702000 1600200)
64,666000.0,1568200.0,0.0,POINT (666000 1568200)
65,766000.0,1670200.0,0.0,POINT (766000 1670200)
66,680000.0,1614200.0,1.0,POINT (680000 1614200)
67,750000.0,1694200.0,0.0,POINT (750000 1694200)
68,668000.0,1614200.0,0.0,POINT (668000 1614200)
69,762000.0,1694200.0,0.0,POINT (762000 1694200)
70,660000.0,1726200.0,0.0,POINT (660000 1726200)
71,696000.0,1524200.0,1.0,POINT (696000 1524200)
72,714000.0,1600200.0,1.0,POINT (714000 1600200)
73,694000.0,1568200.0,0.0,POINT (694000 1568200)
74,716000.0,1648200.0,0.0,POINT (716000 1648200)
75,668000.0,1674200.0,1.0,POINT (668000 1674200)
76,766000.0,1624200.0,0.0,POINT (766000 1624200)
77,642000.0,1704200.0,0.0,POINT (642000 1704200)
78,650000.0,1730200.0,0.0,POINT (650000 1730200)
79,664000.0,1584200.0,1.0,POINT (664000 1584200)
80,678000.0,1564200.0,0.0,POINT (678000 1564200)
81,652000.0,1576200.0,0.0,POINT (652000 1576200)
82,626000.0,1552200.0,0.0,POINT (626000 1552200)
83,630000.0,1716200.0,0.0,POINT (630000 1716200)
84,682000.0,1624200.0,1.0,POINT (682000 1624200)
85,656000.0,1660200.0,0.0,POINT (656000 1660200)
86,670000.0,1624200.0,0.0,POINT (670000 1624200)
87,644000.0,1688200.0,1.0,POINT (644000 1688200)
88,684000.0,1660200.0,0.0,POINT (684000 1660200)
89,670000.0,1652200.0,0.0,POINT (670000 1652200)
90,664000.0,1576200.0,1.0,POINT (664000 1576200)
91,786000.0,1718200.0,0.0,POINT (786000 1718200)
92,684000.0,1608200.0,1.0,POINT (684000 1608200)
93,630000.0,1704200.0,0.0,POINT (630000 1704200)
94,678000.0,1730200.0,0.0,POINT (678000 1730200)
95,692000.0,1584200.0,0.0,POINT (692000 1584200)
96,666000.0,1564200.0,0.0,POINT (666000 1564200)
97,680000.0,1674200.0,1.0,POINT (680000 1674200)
98,738000.0,1624200.0,0.0,POINT (738000 1624200)
99,634000.0,1540200.0,0.0,POINT (634000 1540200)
100,708000.0,1608200.0,1.0,POINT (708000 1608200)
101,722000.0,1700200.0,0.0,POINT (722000 1700200)
102,698000.0,1638200.0,0.0,POINT (698000 1638200)
103,656000.0,1674200.0,1.0,POINT (656000 1674200)
104,704000.0,1690200.0,1.0,POINT (704000 1690200)
105,610000.0,1622200.0,0.0,POINT (610000 1622200)
106,668000.0,1688200.0,0.0,POINT (668000 1688200)
107,614000.0,1652200.0,0.0,POINT (614000 1652200)
108,640000.0,1576200.0,0.0,POINT (640000 1576200)
109,658000.0,1716200.0,0.0,POINT (658000 1716200)
110,622000.0,1532200.0,0.0,POINT (622000 1532200)
111,656000.0,1596200.0,1.0,POINT (656000 1596200)
112,668000.0,1596200.0,0.0,POINT (668000 1596200)
113,696000.0,1688200.0,0.0,POINT (696000 1688200)
114,786000.0,1654200.0,0.0,POINT (786000 1654200)
115,670000.0,1638200.0,0.0,POINT (670000 1638200)
116,716000.0,1690200.0,0.0,POINT (716000 1690200)
117,622000.0,1540200.0,0.0,POINT (622000 1540200)
118,736000.0,1608200.0,0.0,POINT (736000 1608200)
119,694000.0,1700200.0,0.0,POINT (694000 1700200)
120,654000.0,1564200.0,1.0,POINT (654000 1564200)
121,760000.0,1732200.0,0.0,POINT (760000 1732200)
122,668000.0,1700200.0,0.0,POINT (668000 1700200)
123,680000.0,1634200.0,0.0,POINT (680000 1634200)
124,718000.0,1656200.0,0.0,POINT (718000 1656200)
125,704000.0,1552200.0,0.0,POINT (704000 1552200)
126,714000.0,1592200.0,1.0,POINT (714000 1592200)
127,708000.0,1734200.0,0.0,POINT (708000 1734200)
128,664000.0,1548200.0,1.0,POINT (664000 1548200)
129,676000.0,1552200.0,1.0,POINT (676000 1552200)
130,742000.0,1592200.0,0.0,POINT (742000 1592200)
131,720000.0,1734200.0,0.0,POINT (720000 1734200)
132,668000.0,1634200.0,0.0,POINT (668000 1634200)
133,788000.0,1732200.0,0.0,POINT (788000 1732200)
134,778000.0,1690200.0,1.0,POINT (778000 1690200)
135,738000.0,1524200.0,0.0,POINT (738000 1524200)
136,640000.0,1700200.0,0.0,POINT (640000 1700200)
137,688000.0,1548200.0,0.0,POINT (688000 1548200)
138,730000.0,1596200.0,0.0,POINT (730000 1596200)
139,696000.0,1734200.0,0.0,POINT (696000 1734200)
140,700000.0,1652200.0,0.0,POINT (700000 1652200)
141,730000.0,1656200.0,0.0,POINT (730000 1656200)
142,688000.0,1652200.0,0.0,POINT (688000 1652200)
143,736000.0,1624200.0,0.0,POINT (736000 1624200)
144,742000.0,1656200.0,0.0,POINT (742000 1656200)
145,676000.0,1548200.0,1.0,POINT (676000 1548200)
146,742000.0,1596200.0,0.0,POINT (742000 1596200)
147,690000.0,1592200.0,0.0,POINT (690000 1592200)
148,612000.0,1700200.0,0.0,POINT (612000 1700200)
149,696000.0,1704200.0,0.0,POINT (696000 1704200)
150,736000.0,1634200.0,0.0,POINT (736000 1634200)
151,790000.0,1690200.0,0.0,POINT (790000 1690200)
152,690000.0,1620200.0,1.0,POINT (690000 1620200)
153,760000.0,1674200.0,0.0,POINT (760000 1674200)
154,644000.0,1580200.0,0.0,POINT (644000 1580200)
155,690000.0,1566200.0,0.0,POINT (690000 1566200)
156,710000.0,1704200.0,1.0,POINT (710000 1704200)
157,788000.0,1610200.0,0.0,POINT (788000 1610200)
158,706000.0,1718200.0,0.0,POINT (706000 1718200)
159,642000.0,1734200.0,0.0,POINT (642000 1734200)
160,712000.0,1580200.0,1.0,POINT (712000 1580200)
161,696000.0,1740200.0,0.0,POINT (696000 1740200)
162,750000.0,1652200.0,0.0,POINT (750000 1652200)
163,788000.0,1662200.0,0.0,POINT (788000 1662200)
164,780000.0,1686200.0,1.0,POINT (780000 1686200)
165,718000.0,1628200.0,0.0,POINT (718000 1628200)
166,760000.0,1662200.0,0.0,POINT (760000 1662200)
167,730000.0,1628200.0,0.0,POINT (730000 1628200)
168,698000.0,1536200.0,0.0,POINT (698000 1536200)
169,734000.0,1718200.0,0.0,POINT (734000 1718200)
170,630000.0,1734200.0,0.0,POINT (630000 1734200)
171,700000.0,1580200.0,0.0,POINT (700000 1580200)
172,724000.0,1740200.0,0.0,POINT (724000 1740200)
173,616000.0,1580200.0,0.0,POINT (616000 1580200)
174,702000.0,1566200.0,0.0,POINT (702000 1566200)
175,722000.0,1704200.0,0.0,POINT (722000 1704200)
176,718000.0,1620200.0,0.0,POINT (718000 1620200)
177,748000.0,1674200.0,0.0,POINT (748000 1674200)
178,760000.0,1610200.0,0.0,POINT (760000 1610200)
179,660000.0,1692200.0,0.0,POINT (660000 1692200)
180,694000.0,1640200.0,0.0,POINT (694000 1640200)
181,762000.0,1652200.0,0.0,POINT (762000 1652200)
182,752000.0,1686200.0,0.0,POINT (752000 1686200)
183,668000.0,1656200.0,0.0,POINT (668000 1656200)
184,642000.0,1536200.0,0.0,POINT (642000 1536200)
185,644000.0,1594200.0,1.0,POINT (644000 1594200)
186,670000.0,1536200.0,0.0,POINT (670000 1536200)
187,632000.0,1594200.0,0.0,POINT (632000 1594200)
188,682000.0,1718200.0,0.0,POINT (682000 1718200)
189,774000.0,1652200.0,0.0,POINT (774000 1652200)
190,724000.0,1686200.0,0.0,POINT (724000 1686200)
191,656000.0,1656200.0,0.0,POINT (656000 1656200)
192,666000.0,1620200.0,0.0,POINT (666000 1620200)
193,648000.0,1692200.0,0.0,POINT (648000 1692200)
194,632000.0,1672200.0,0.0,POINT (632000 1672200)
195,722000.0,1640200.0,0.0,POINT (722000 1640200)
196,732000.0,1610200.0,0.0,POINT (732000 1610200)
197,640000.0,1536200.0,0.0,POINT (640000 1536200)
198,764000.0,1730200.0,0.0,POINT (764000 1730200)
199,772000.0,1636200.0,0.0,POINT (772000 1636200)
200,638000.0,1590200.0,0.0,POINT (638000 1590200)
201,744000.0,1736200.0,0.0,POINT (744000 1736200)
202,770000.0,1740200.0,0.0,POINT (770000 1740200)
203,640000.0,1546200.0,0.0,POINT (640000 1546200)
204,610000.0,1590200.0,0.0,POINT (610000 1590200)
205,732000.0,1736200.0,0.0,POINT (732000 1736200)
206,614000.0,1738200.0,0.0,POINT (614000 1738200)
207,638000.0,1656200.0,0.0,POINT (638000 1656200)
208,784000.0,1636200.0,0.0,POINT (784000 1636200)
209,748000.0,1700200.0,0.0,POINT (748000 1700200)
210,736000.0,1730200.0,0.0,POINT (736000 1730200)
211,772000.0,1640200.0,0.0,POINT (772000 1640200)
212,760000.0,1636200.0,0.0,POINT (760000 1636200)
213,658000.0,1608200.0,0.0,POINT (658000 1608200)
214,772000.0,1700200.0,0.0,POINT (772000 1700200)
215,666000.0,1580200.0,1.0,POINT (666000 1580200)
216,666000.0,1590200.0,0.0,POINT (666000 1590200)
217,650000.0,1684200.0,1.0,POINT (650000 1684200)
218,766000.0,1658200.0,0.0,POINT (766000 1658200)
219,626000.0,1660200.0,0.0,POINT (626000 1660200)
220,622000.0,1684200.0,0.0,POINT (622000 1684200)
221,754000.0,1658200.0,0.0,POINT (754000 1658200)
222,616000.0,1734200.0,0.0,POINT (616000 1734200)
223,630000.0,1608200.0,0.0,POINT (630000 1608200)
224,616000.0,1698200.0,0.0,POINT (616000 1698200)
225,616000.0,1638200.0,0.0,POINT (616000 1638200)
226,682000.0,1632200.0,0.0,POINT (682000 1632200)
227,752000.0,1666200.0,0.0,POINT (752000 1666200)
228,722000.0,1556200.0,1.0,POINT (722000 1556200)
229,742000.0,1714200.0,0.0,POINT (742000 1714200)
230,710000.0,1542200.0,0.0,POINT (710000 1542200)
231,674000.0,1708200.0,0.0,POINT (674000 1708200)
232,726000.0,1562200.0,0.0,POINT (726000 1562200)
233,792000.0,1586200.0,0.0,POINT (792000 1586200)
234,612000.0,1668200.0,0.0,POINT (612000 1668200)
235,726000.0,1616200.0,0.0,POINT (726000 1616200)
236,714000.0,1644200.0,0.0,POINT (714000 1644200)
237,784000.0,1670200.0,0.0,POINT (784000 1670200)
238,784000.0,1698200.0,0.0,POINT (784000 1698200)
239,754000.0,1616200.0,0.0,POINT (754000 1616200)
240,686000.0,1708200.0,0.0,POINT (686000 1708200)
241,738000.0,1562200.0,0.0,POINT (738000 1562200)
242,764000.0,1586200.0,0.0,POINT (764000 1586200)
243,736000.0,1576200.0,0.0,POINT (736000 1576200)
244,770000.0,1714200.0,0.0,POINT (770000 1714200)
245,768000.0,1600200.0,0.0,POINT (768000 1600200)
246,694000.0,1632200.0,0.0,POINT (694000 1632200)
247,724000.0,1666200.0,0.0,POINT (724000 1666200)
248,792000.0,1600200.0,0.0,POINT (792000 1600200)
249,678000.0,1532200.0,1.0,POINT (678000 1532200)
250,750000.0,1632200.0,0.0,POINT (750000 1632200)
251,788000.0,1682200.0,0.0,POINT (788000 1682200)
252,700000.0,1666200.0,1.0,POINT (700000 1666200)
253,614000.0,1646200.0,0.0,POINT (614000 1646200)
254,658000.0,1644200.0,0.0,POINT (658000 1644200)
255,622000.0,1610200.0,0.0,POINT (622000 1610200)
256,624000.0,1696200.0,0.0,POINT (624000 1696200)
257,612000.0,1604200.0,0.0,POINT (612000 1604200)
258,722000.0,1542200.0,0.0,POINT (722000 1542200)
259,778000.0,1722200.0,0.0,POINT (778000 1722200)
260,742000.0,1708200.0,0.0,POINT (742000 1708200)
261,740000.0,1586200.0,0.0,POINT (740000 1586200)
262,768000.0,1606200.0,0.0,POINT (768000 1606200)
263,766000.0,1722200.0,0.0,POINT (766000 1722200)
264,734000.0,1542200.0,0.0,POINT (734000 1542200)
265,686000.0,1644200.0,0.0,POINT (686000 1644200)
266,634000.0,1610200.0,0.0,POINT (634000 1610200)
267,612000.0,1696200.0,0.0,POINT (612000 1696200)
268,760000.0,1682200.0,0.0,POINT (760000 1682200)
269,626000.0,1646200.0,0.0,POINT (626000 1646200)
270,698000.0,1556200.0,0.0,POINT (698000 1556200)
271,780000.0,1600200.0,1.0,POINT (780000 1600200)
272,706000.0,1532200.0,0.0,POINT (706000 1532200)
273,662000.0,1676200.0,1.0,POINT (662000 1676200)
274,792000.0,1612200.0,0.0,POINT (792000 1612200)
275,792000.0,1726200.0,0.0,POINT (792000 1726200)
276,620000.0,1560200.0,0.0,POINT (620000 1560200)
277,764000.0,1726200.0,0.0,POINT (764000 1726200)
278,632000.0,1560200.0,1.0,POINT (632000 1560200)
279,650000.0,1676200.0,1.0,POINT (650000 1676200)
280,678000.0,1680200.0,0.0,POINT (678000 1680200)
281,638000.0,1570200.0,1.0,POINT (638000 1570200)
282,740000.0,1726200.0,0.0,POINT (740000 1726200)
283,686000.0,1604200.0,1.0,POINT (686000 1604200)
284,744000.0,1644200.0,0.0,POINT (744000 1644200)
285,724000.0,1612200.0,0.0,POINT (724000 1612200)
286,780000.0,1616200.0,0.0,POINT (780000 1616200)
287,772000.0,1644200.0,0.0,POINT (772000 1644200)
288,736000.0,1612200.0,0.0,POINT (736000 1612200)
289,658000.0,1604200.0,0.0,POINT (658000 1604200)
290,610000.0,1570200.0,0.0,POINT (610000 1570200)
291,612000.0,1712200.0,0.0,POINT (612000 1712200)
292,638000.0,1676200.0,0.0,POINT (638000 1676200)
293,650000.0,1680200.0,1.0,POINT (650000 1680200)
294,660000.0,1604200.0,0.0,POINT (660000 1604200)
295,734000.0,1612200.0,0.0,POINT (734000 1612200)
296,770000.0,1644200.0,0.0,POINT (770000 1644200)
297,778000.0,1616200.0,0.0,POINT (778000 1616200)
298,652000.0,1680200.0,1.0,POINT (652000 1680200)
299,640000.0,1676200.0,0.0,POINT (640000 1676200)
300,610000.0,1712200.0,0.0,POINT (610000 1712200)
301,612000.0,1570200.0,0.0,POINT (612000 1570200)
302,640000.0,1570200.0,0.0,POINT (640000 1570200)
303,680000.0,1680200.0,1.0,POINT (680000 1680200)
304,722000.0,1612200.0,0.0,POINT (722000 1612200)
305,742000.0,1644200.0,0.0,POINT (742000 1644200)
306,688000.0,1604200.0,1.0,POINT (688000 1604200)
307,738000.0,1726200.0,0.0,POINT (738000 1726200)
308,630000.0,1560200.0,0.0,POINT (630000 1560200)
309,762000.0,1726200.0,0.0,POINT (762000 1726200)
310,652000.0,1676200.0,1.0,POINT (652000 1676200)
311,664000.0,1676200.0,1.0,POINT (664000 1676200)
312,618000.0,1560200.0,0.0,POINT (618000 1560200)
313,790000.0,1726200.0,0.0,POINT (790000 1726200)
314,790000.0,1612200.0,0.0,POINT (790000 1612200)
315,610000.0,1696200.0,0.0,POINT (610000 1696200)
316,636000.0,1610200.0,0.0,POINT (636000 1610200)
317,688000.0,1644200.0,0.0,POINT (688000 1644200)
318,736000.0,1542200.0,0.0,POINT (736000 1542200)
319,768000.0,1722200.0,0.0,POINT (768000 1722200)
320,766000.0,1606200.0,0.0,POINT (766000 1606200)
321,708000.0,1532200.0,0.0,POINT (708000 1532200)
322,778000.0,1600200.0,0.0,POINT (778000 1600200)
323,700000.0,1556200.0,0.0,POINT (700000 1556200)
324,628000.0,1646200.0,0.0,POINT (628000 1646200)
325,758000.0,1682200.0,0.0,POINT (758000 1682200)
326,616000.0,1646200.0,0.0,POINT (616000 1646200)
327,698000.0,1666200.0,1.0,POINT (698000 1666200)
328,786000.0,1682200.0,0.0,POINT (786000 1682200)
329,752000.0,1632200.0,0.0,POINT (752000 1632200)
330,680000.0,1532200.0,1.0,POINT (680000 1532200)
331,790000.0,1600200.0,0.0,POINT (790000 1600200)
332,738000.0,1586200.0,0.0,POINT (738000 1586200)
333,744000.0,1708200.0,0.0,POINT (744000 1708200)
334,780000.0,1722200.0,0.0,POINT (780000 1722200)
335,724000.0,1542200.0,0.0,POINT (724000 1542200)
336,610000.0,1604200.0,0.0,POINT (610000 1604200)
337,622000.0,1696200.0,0.0,POINT (622000 1696200)
338,624000.0,1610200.0,0.0,POINT (624000 1610200)
339,660000.0,1644200.0,0.0,POINT (660000 1644200)
340,762000.0,1586200.0,0.0,POINT (762000 1586200)
341,688000.0,1708200.0,0.0,POINT (688000 1708200)
342,756000.0,1616200.0,0.0,POINT (756000 1616200)
343,782000.0,1698200.0,0.0,POINT (782000 1698200)
344,782000.0,1670200.0,0.0,POINT (782000 1670200)
345,716000.0,1644200.0,0.0,POINT (716000 1644200)
346,722000.0,1666200.0,0.0,POINT (722000 1666200)
347,696000.0,1632200.0,0.0,POINT (696000 1632200)
348,766000.0,1600200.0,0.0,POINT (766000 1600200)
349,772000.0,1714200.0,0.0,POINT (772000 1714200)
350,734000.0,1576200.0,0.0,POINT (734000 1576200)
351,744000.0,1714200.0,0.0,POINT (744000 1714200)
352,724000.0,1556200.0,0.0,POINT (724000 1556200)
353,750000.0,1666200.0,0.0,POINT (750000 1666200)
354,684000.0,1632200.0,0.0,POINT (684000 1632200)
355,728000.0,1616200.0,0.0,POINT (728000 1616200)
356,610000.0,1668200.0,0.0,POINT (610000 1668200)
357,790000.0,1586200.0,0.0,POINT (790000 1586200)
358,728000.0,1562200.0,0.0,POINT (728000 1562200)
359,676000.0,1708200.0,0.0,POINT (676000 1708200)
360,712000.0,1542200.0,0.0,POINT (712000 1542200)
361,614000.0,1734200.0,0.0,POINT (614000 1734200)
362,756000.0,1658200.0,0.0,POINT (756000 1658200)
363,624000.0,1684200.0,0.0,POINT (624000 1684200)
364,614000.0,1638200.0,0.0,POINT (614000 1638200)
365,614000.0,1698200.0,0.0,POINT (614000 1698200)
366,632000.0,1608200.0,0.0,POINT (632000 1608200)
367,668000.0,1580200.0,1.0,POINT (668000 1580200)
368,770000.0,1700200.0,0.0,POINT (770000 1700200)
369,660000.0,1608200.0,0.0,POINT (660000 1608200)
370,758000.0,1636200.0,0.0,POINT (758000 1636200)
371,770000.0,1640200.0,0.0,POINT (770000 1640200)
372,628000.0,1660200.0,0.0,POINT (628000 1660200)
373,768000.0,1658200.0,0.0,POINT (768000 1658200)
374,652000.0,1684200.0,1.0,POINT (652000 1684200)
375,668000.0,1590200.0,0.0,POINT (668000 1590200)
376,640000.0,1656200.0,0.0,POINT (640000 1656200)
377,616000.0,1738200.0,0.0,POINT (616000 1738200)
378,730000.0,1736200.0,0.0,POINT (730000 1736200)
379,612000.0,1590200.0,0.0,POINT (612000 1590200)
380,734000.0,1730200.0,0.0,POINT (734000 1730200)
381,746000.0,1700200.0,0.0,POINT (746000 1700200)
382,782000.0,1636200.0,0.0,POINT (782000 1636200)
383,770000.0,1636200.0,0.0,POINT (770000 1636200)
384,762000.0,1730200.0,0.0,POINT (762000 1730200)
385,638000.0,1536200.0,0.0,POINT (638000 1536200)
386,638000.0,1546200.0,0.0,POINT (638000 1546200)
387,772000.0,1740200.0,0.0,POINT (772000 1740200)
388,742000.0,1736200.0,0.0,POINT (742000 1736200)
389,640000.0,1590200.0,0.0,POINT (640000 1590200)
390,654000.0,1656200.0,0.0,POINT (654000 1656200)
391,722000.0,1686200.0,0.0,POINT (722000 1686200)
392,776000.0,1652200.0,0.0,POINT (776000 1652200)
393,684000.0,1718200.0,1.0,POINT (684000 1718200)
394,630000.0,1594200.0,0.0,POINT (630000 1594200)
395,672000.0,1536200.0,0.0,POINT (672000 1536200)
396,730000.0,1610200.0,0.0,POINT (730000 1610200)
397,724000.0,1640200.0,0.0,POINT (724000 1640200)
398,630000.0,1672200.0,0.0,POINT (630000 1672200)
399,646000.0,1692200.0,0.0,POINT (646000 1692200)
400,668000.0,1620200.0,0.0,POINT (668000 1620200)
401,696000.0,1640200.0,0.0,POINT (696000 1640200)
402,658000.0,1692200.0,0.0,POINT (658000 1692200)
403,758000.0,1610200.0,0.0,POINT (758000 1610200)
404,642000.0,1594200.0,0.0,POINT (642000 1594200)
405,644000.0,1536200.0,0.0,POINT (644000 1536200)
406,666000.0,1656200.0,0.0,POINT (666000 1656200)
407,750000.0,1686200.0,0.0,POINT (750000 1686200)
408,764000.0,1652200.0,0.0,POINT (764000 1652200)
409,722000.0,1740200.0,0.0,POINT (722000 1740200)
410,698000.0,1580200.0,0.0,POINT (698000 1580200)
411,632000.0,1734200.0,0.0,POINT (632000 1734200)
412,736000.0,1718200.0,0.0,POINT (736000 1718200)
413,700000.0,1536200.0,0.0,POINT (700000 1536200)
414,732000.0,1628200.0,0.0,POINT (732000 1628200)
415,758000.0,1662200.0,0.0,POINT (758000 1662200)
416,746000.0,1674200.0,0.0,POINT (746000 1674200)
417,720000.0,1620200.0,0.0,POINT (720000 1620200)
418,724000.0,1704200.0,0.0,POINT (724000 1704200)
419,704000.0,1566200.0,0.0,POINT (704000 1566200)
420,614000.0,1580200.0,0.0,POINT (614000 1580200)
421,786000.0,1610200.0,0.0,POINT (786000 1610200)
422,712000.0,1704200.0,0.0,POINT (712000 1704200)
423,692000.0,1566200.0,0.0,POINT (692000 1566200)
424,642000.0,1580200.0,0.0,POINT (642000 1580200)
425,758000.0,1674200.0,0.0,POINT (758000 1674200)
426,692000.0,1620200.0,0.0,POINT (692000 1620200)
427,720000.0,1628200.0,0.0,POINT (720000 1628200)
428,778000.0,1686200.0,1.0,POINT (778000 1686200)
429,786000.0,1662200.0,0.0,POINT (786000 1662200)
430,752000.0,1652200.0,1.0,POINT (752000 1652200)
431,694000.0,1740200.0,0.0,POINT (694000 1740200)
432,710000.0,1580200.0,1.0,POINT (710000 1580200)
433,644000.0,1734200.0,0.0,POINT (644000 1734200)
434,708000.0,1718200.0,0.0,POINT (708000 1718200)
435,692000.0,1592200.0,1.0,POINT (692000 1592200)
436,744000.0,1596200.0,0.0,POINT (744000 1596200)
437,674000.0,1548200.0,1.0,POINT (674000 1548200)
438,744000.0,1656200.0,0.0,POINT (744000 1656200)
439,734000.0,1624200.0,0.0,POINT (734000 1624200)
440,686000.0,1652200.0,0.0,POINT (686000 1652200)
441,792000.0,1690200.0,0.0,POINT (792000 1690200)
442,734000.0,1634200.0,0.0,POINT (734000 1634200)
443,694000.0,1704200.0,0.0,POINT (694000 1704200)
444,610000.0,1700200.0,0.0,POINT (610000 1700200)
445,638000.0,1700200.0,0.0,POINT (638000 1700200)
446,780000.0,1690200.0,0.0,POINT (780000 1690200)
447,732000.0,1656200.0,0.0,POINT (732000 1656200)
448,698000.0,1652200.0,0.0,POINT (698000 1652200)
449,694000.0,1734200.0,0.0,POINT (694000 1734200)
450,732000.0,1596200.0,0.0,POINT (732000 1596200)
451,686000.0,1548200.0,0.0,POINT (686000 1548200)
452,718000.0,1734200.0,0.0,POINT (718000 1734200)
453,744000.0,1592200.0,0.0,POINT (744000 1592200)
454,674000.0,1552200.0,1.0,POINT (674000 1552200)
455,662000.0,1548200.0,1.0,POINT (662000 1548200)
456,786000.0,1732200.0,0.0,POINT (786000 1732200)
457,666000.0,1634200.0,0.0,POINT (666000 1634200)
458,678000.0,1634200.0,0.0,POINT (678000 1634200)
459,666000.0,1700200.0,0.0,POINT (666000 1700200)
460,758000.0,1732200.0,0.0,POINT (758000 1732200)
461,706000.0,1734200.0,0.0,POINT (706000 1734200)
462,716000.0,1592200.0,1.0,POINT (716000 1592200)
463,702000.0,1552200.0,0.0,POINT (702000 1552200)
464,720000.0,1656200.0,0.0,POINT (720000 1656200)
465,788000.0,1654200.0,0.0,POINT (788000 1654200)
466,694000.0,1688200.0,0.0,POINT (694000 1688200)
467,666000.0,1596200.0,0.0,POINT (666000 1596200)
468,696000.0,1700200.0,0.0,POINT (696000 1700200)
469,656000.0,1564200.0,1.0,POINT (656000 1564200)
470,734000.0,1608200.0,0.0,POINT (734000 1608200)
471,624000.0,1540200.0,0.0,POINT (624000 1540200)
472,714000.0,1690200.0,1.0,POINT (714000 1690200)
473,672000.0,1638200.0,0.0,POINT (672000 1638200)
474,612000.0,1622200.0,0.0,POINT (612000 1622200)
475,702000.0,1690200.0,1.0,POINT (702000 1690200)
476,654000.0,1674200.0,1.0,POINT (654000 1674200)
477,700000.0,1638200.0,1.0,POINT (700000 1638200)
478,724000.0,1700200.0,0.0,POINT (724000 1700200)
479,706000.0,1608200.0,1.0,POINT (706000 1608200)
480,636000.0,1540200.0,0.0,POINT (636000 1540200)
481,654000.0,1596200.0,1.0,POINT (654000 1596200)
